GEO_ID,NAME,S2501_C01_001E,S2501_C01_002EA,S2501_C01_003M,S2501_C01_004MA,S2501_C01_005EA
Geography,Zip code,Total estimate of occupied housing unit,One person,Two people,Three people,Four People
8600000US64784,ZCTA5 64784,479,108,189,69,113
8600000US64788,ZCTA5 64788,667,175,234,91,167
8600000US64790,ZCTA5 64790,315,66,149,28,72
8600000US64801,ZCTA5 64801,15544,4952,5448,2221,2923
8600000US64804,ZCTA5 64804,14452,4074,5235,2466,2677
8600000US64830,ZCTA5 64830,275,106,75,30,64
8600000US64831,ZCTA5 64831,2260,429,784,406,641
8600000US64832,ZCTA5 64832,314,69,157,43,45
8600000US64833,ZCTA5 64833,32,9,8,5,10
8600000US64834,ZCTA5 64834,3307,315,1420,520,1052
8600000US64835,ZCTA5 64835,666,201,196,108,161
8600000US64836,ZCTA5 64836,8641,2212,2973,1345,2111
8600000US64840,ZCTA5 64840,1227,314,382,317,214
8600000US64841,ZCTA5 64841,224,59,68,51,46
8600000US64842,ZCTA5 64842,308,113,93,43,59
8600000US64843,ZCTA5 64843,1040,231,436,117,256
8600000US64844,ZCTA5 64844,1732,393,611,262,466
8600000US64847,ZCTA5 64847,210,79,50,24,57
8600000US64848,ZCTA5 64848,288,51,164,29,44
8600000US64849,ZCTA5 64849,55,5,30,2,18
8600000US64850,ZCTA5 64850,8772,2157,3177,1293,2145
8600000US64854,ZCTA5 64854,1372,356,445,125,446
8600000US64855,ZCTA5 64855,883,85,333,198,267
8600000US64856,ZCTA5 64856,1530,351,579,191,409
8600000US64857,ZCTA5 64857,130,29,40,16,45
8600000US64858,ZCTA5 64858,52,0,52,0,0
8600000US64859,ZCTA5 64859,542,61,206,102,173
8600000US64861,ZCTA5 64861,545,62,207,91,185
8600000US64862,ZCTA5 64862,1163,386,301,226,250
8600000US64863,ZCTA5 64863,555,147,127,56,225
8600000US64865,ZCTA5 64865,2235,530,817,339,549
8600000US64866,ZCTA5 64866,498,60,192,106,140
8600000US64867,ZCTA5 64867,496,67,155,75,199
8600000US64870,ZCTA5 64870,5783,1600,1853,955,1375
8600000US64873,ZCTA5 64873,420,69,202,17,132
8600000US64874,ZCTA5 64874,311,65,156,39,51
8600000US65001,ZCTA5 65001,130,31,73,10,16
8600000US65010,ZCTA5 65010,2348,462,896,378,612
8600000US65011,ZCTA5 65011,742,243,204,15,280
8600000US65013,ZCTA5 65013,1347,431,535,213,168
8600000US65014,ZCTA5 65014,889,266,350,88,185
8600000US65016,ZCTA5 65016,570,100,284,58,128
8600000US65017,ZCTA5 65017,425,134,151,32,108
8600000US65018,ZCTA5 65018,2896,700,1176,432,588
8600000US65020,ZCTA5 65020,5365,1041,2669,822,833
8600000US65023,ZCTA5 65023,677,128,270,95,184
8600000US65024,ZCTA5 65024,469,110,155,79,125
8600000US65025,ZCTA5 65025,263,79,95,20,69
8600000US65026,ZCTA5 65026,4547,1500,1692,414,941
8600000US65032,ZCTA5 65032,685,111,226,146,202
8600000US65034,ZCTA5 65034,284,43,71,11,159
8600000US65035,ZCTA5 65035,663,107,228,75,253
8600000US65037,ZCTA5 65037,2069,782,943,138,206
8600000US65039,ZCTA5 65039,1021,210,436,184,191
8600000US65040,ZCTA5 65040,538,131,140,142,125
8600000US65041,ZCTA5 65041,2411,700,1019,243,449
8600000US65043,ZCTA5 65043,4249,1238,1747,630,634
8600000US65046,ZCTA5 65046,489,104,215,73,97
8600000US65047,ZCTA5 65047,429,197,187,45,0
8600000US65048,ZCTA5 65048,99,33,11,14,41
8600000US65049,ZCTA5 65049,2584,715,1169,336,364
8600000US65050,ZCTA5 65050,215,25,55,53,82
8600000US65051,ZCTA5 65051,1834,470,728,294,342
8600000US65052,ZCTA5 65052,1279,272,623,169,215
8600000US65053,ZCTA5 65053,593,70,262,135,126
8600000US65054,ZCTA5 65054,292,34,135,52,71
8600000US65058,ZCTA5 65058,359,139,136,41,43
8600000US65059,ZCTA5 65059,297,58,65,91,83
8600000US65061,ZCTA5 65061,293,111,99,27,56
8600000US65062,ZCTA5 65062,5,0,0,0,5
8600000US65063,ZCTA5 65063,1309,293,325,217,474
8600000US65064,ZCTA5 65064,188,39,105,13,31
8600000US65065,ZCTA5 65065,2578,772,1100,391,315
8600000US65066,ZCTA5 65066,2560,575,1086,384,515
8600000US65067,ZCTA5 65067,118,11,51,33,23
8600000US65068,ZCTA5 65068,303,76,102,53,72
8600000US65069,ZCTA5 65069,328,78,74,97,79
8600000US65072,ZCTA5 65072,488,135,272,20,61
8600000US65074,ZCTA5 65074,1055,244,477,150,184
8600000US65075,ZCTA5 65075,324,61,120,37,106
8600000US65076,ZCTA5 65076,267,87,69,44,67
8600000US65077,ZCTA5 65077,194,58,61,7,68
8600000US65078,ZCTA5 65078,1533,501,544,180,308
8600000US65079,ZCTA5 65079,1567,359,967,83,158
8600000US65080,ZCTA5 65080,443,146,209,37,51
8600000US65081,ZCTA5 65081,1134,308,460,124,242
8600000US65082,ZCTA5 65082,377,92,153,62,70
8600000US65083,ZCTA5 65083,79,8,12,12,47
8600000US65084,ZCTA5 65084,2448,578,1124,264,482
8600000US65085,ZCTA5 65085,438,127,156,42,113
8600000US65101,ZCTA5 65101,10742,3162,4036,1553,1991
8600000US65109,ZCTA5 65109,16045,5275,5557,2299,2914
8600000US65201,ZCTA5 65201,15903,5646,5231,2067,2959
8600000US65202,ZCTA5 65202,19452,5753,6222,3130,4347
8600000US65203,ZCTA5 65203,23851,6872,8740,3664,4575
8600000US65215,ZCTA5 65215,0,0,0,0,0
8600000US65230,ZCTA5 65230,268,64,132,14,58
8600000US65231,ZCTA5 65231,1229,241,642,123,223
8600000US65232,ZCTA5 65232,122,44,47,8,23
8600000US65233,ZCTA5 65233,4220,1345,1459,697,719
8600000US65236,ZCTA5 65236,598,225,222,48,103
8600000US65237,ZCTA5 65237,324,82,154,35,53
8600000US65239,ZCTA5 65239,431,90,159,75,107
8600000US65240,ZCTA5 65240,3235,953,1077,419,786
8600000US65243,ZCTA5 65243,708,112,230,139,227
8600000US65244,ZCTA5 65244,135,51,46,7,31
8600000US65246,ZCTA5 65246,31,3,18,1,9
8600000US65247,ZCTA5 65247,228,39,138,21,30
8600000US65248,ZCTA5 65248,1482,431,618,129,304
8600000US65250,ZCTA5 65250,232,51,94,37,50
8600000US65251,ZCTA5 65251,7105,2246,2517,1147,1195
8600000US65254,ZCTA5 65254,756,235,291,29,201
8600000US65255,ZCTA5 65255,1559,416,497,185,461
8600000US65256,ZCTA5 65256,581,71,279,72,159
8600000US65257,ZCTA5 65257,632,186,236,99,111
8600000US65258,ZCTA5 65258,171,41,70,27,33
8600000US65259,ZCTA5 65259,1004,201,365,124,314
8600000US65260,ZCTA5 65260,218,14,96,50,58
8600000US65261,ZCTA5 65261,371,118,173,44,36
8600000US65262,ZCTA5 65262,313,54,115,66,78
8600000US65263,ZCTA5 65263,766,205,332,84,145
8600000US65264,ZCTA5 65264,261,60,98,52,51
8600000US65265,ZCTA5 65265,6121,1907,2238,838,1138
8600000US65270,ZCTA5 65270,5736,1842,1953,781,1160
8600000US65274,ZCTA5 65274,746,245,239,103,159
8600000US65275,ZCTA5 65275,1140,366,483,185,106
8600000US65276,ZCTA5 65276,574,192,206,59,117
8600000US65278,ZCTA5 65278,66,27,29,7,3
8600000US65279,ZCTA5 65279,724,142,399,90,93
8600000US65280,ZCTA5 65280,119,37,64,2,16
8600000US65281,ZCTA5 65281,1076,349,418,125,184
8600000US65282,ZCTA5 65282,68,18,50,0,0
8600000US65283,ZCTA5 65283,206,63,122,10,11
8600000US65284,ZCTA5 65284,994,272,484,106,132
8600000US65285,ZCTA5 65285,225,41,93,43,48
8600000US65286,ZCTA5 65286,48,21,27,0,0
8600000US65287,ZCTA5 65287,165,30,99,18,18
8600000US65301,ZCTA5 65301,13112,4025,4453,1880,2754
8600000US65305,ZCTA5 65305,860,27,227,192,414
8600000US65320,ZCTA5 65320,30,13,17,0,0
8600000US65321,ZCTA5 65321,215,77,79,8,51
8600000US65322,ZCTA5 65322,224,45,98,18,63
8600000US65323,ZCTA5 65323,371,86,156,39,90
8600000US65324,ZCTA5 65324,642,179,398,22,43
8600000US65325,ZCTA5 65325,1340,395,550,185,210
8600000US65326,ZCTA5 65326,948,248,455,90,155
8600000US65327,ZCTA5 65327,113,25,46,13,29
8600000US65329,ZCTA5 65329,159,18,116,0,25
8600000US65330,ZCTA5 65330,174,44,81,20,29
8600000US65332,ZCTA5 65332,496,94,240,55,107
8600000US65333,ZCTA5 65333,266,85,103,46,32
8600000US65334,ZCTA5 65334,361,51,153,48,109
8600000US65335,ZCTA5 65335,96,13,41,8,34
8600000US65336,ZCTA5 65336,2304,693,734,405,472
8600000US65337,ZCTA5 65337,719,143,292,108,176
8600000US65338,ZCTA5 65338,1157,362,465,142,188
8600000US65339,ZCTA5 65339,245,49,107,40,49
8600000US65340,ZCTA5 65340,5749,1812,1758,898,1281
8600000US65344,ZCTA5 65344,99,26,40,9,24
8600000US65345,ZCTA5 65345,167,0,67,40,60
8600000US65347,ZCTA5 65347,237,42,121,14,60
8600000US65348,ZCTA5 65348,535,151,188,77,119
8600000US65349,ZCTA5 65349,1067,354,383,171,159
8600000US65350,ZCTA5 65350,662,94,235,145,188
8600000US65351,ZCTA5 65351,980,262,410,117,191
8600000US65354,ZCTA5 65354,322,75,206,3,38
8600000US65355,ZCTA5 65355,4543,1351,2172,455,565
8600000US65360,ZCTA5 65360,1757,430,708,215,404
8600000US65401,ZCTA5 65401,12275,3602,4363,1898,2412
8600000US65436,ZCTA5 65436,23,6,17,0,0
8600000US65438,ZCTA5 65438,1067,399,371,127,170
8600000US65439,ZCTA5 65439,136,11,77,8,40
8600000US65440,ZCTA5 65440,127,15,85,6,21
8600000US65441,ZCTA5 65441,2161,534,932,277,418
8600000US65443,ZCTA5 65443,10,0,10,0,0
8600000US65444,ZCTA5 65444,399,45,101,132,121
8600000US65446,ZCTA5 65446,139,72,41,8,18
8600000US65449,ZCTA5 65449,135,71,32,32,0
8600000US65452,ZCTA5 65452,1001,289,361,181,170
8600000US65453,ZCTA5 65453,3227,1006,983,474,764
8600000US65456,ZCTA5 65456,294,32,172,26,64
8600000US65457,ZCTA5 65457,85,31,47,0,7
8600000US65459,ZCTA5 65459,2687,774,1043,416,454
8600000US65461,ZCTA5 65461,42,11,19,0,12
8600000US65462,ZCTA5 65462,605,147,244,106,108
8600000US65463,ZCTA5 65463,398,131,74,105,88
8600000US65464,ZCTA5 65464,326,53,115,106,52
8600000US65466,ZCTA5 65466,621,214,210,73,124
8600000US65468,ZCTA5 65468,68,0,44,24,0
8600000US65470,ZCTA5 65470,392,37,197,67,91
8600000US65473,ZCTA5 65473,2221,379,707,264,871
8600000US65479,ZCTA5 65479,119,76,0,26,17
8600000US65483,ZCTA5 65483,1759,594,735,143,287
8600000US65484,ZCTA5 65484,14,0,0,0,14
8600000US65486,ZCTA5 65486,1362,344,369,168,481
8600000US65501,ZCTA5 65501,63,0,57,0,6
8600000US65529,ZCTA5 65529,53,20,18,0,15
8600000US65534,ZCTA5 65534,355,36,144,118,57
8600000US65535,ZCTA5 65535,554,226,131,23,174
8600000US65536,ZCTA5 65536,11519,2792,4473,1722,2532
8600000US65541,ZCTA5 65541,71,7,13,35,16
8600000US65542,ZCTA5 65542,1980,650,623,395,312
8600000US65543,ZCTA5 65543,134,79,30,12,13
8600000US65548,ZCTA5 65548,2217,623,767,353,474
8600000US65550,ZCTA5 65550,1389,388,581,191,229
8600000US65552,ZCTA5 65552,703,177,190,227,109
8600000US65555,ZCTA5 65555,501,121,210,73,97
8600000US65556,ZCTA5 65556,2255,611,839,254,551
8600000US65557,ZCTA5 65557,32,0,22,10,0
8600000US65559,ZCTA5 65559,3601,1001,1385,586,629
8600000US65560,ZCTA5 65560,5661,1596,2010,743,1312
8600000US65564,ZCTA5 65564,48,0,16,0,32
8600000US65565,ZCTA5 65565,1988,515,791,308,374
8600000US65566,ZCTA5 65566,344,61,160,21,102
8600000US65567,ZCTA5 65567,535,153,234,43,105
8600000US65570,ZCTA5 65570,228,77,84,33,34
8600000US65571,ZCTA5 65571,966,323,415,105,123
8600000US65580,ZCTA5 65580,366,96,187,32,51
8600000US65582,ZCTA5 65582,819,213,327,68,211
8600000US65583,ZCTA5 65583,4090,1040,1584,661,805
8600000US65584,ZCTA5 65584,4238,1402,1156,512,1168
8600000US65586,ZCTA5 65586,35,0,35,0,0
8600000US65588,ZCTA5 65588,1080,224,542,127,187
8600000US65589,ZCTA5 65589,96,12,27,0,57
8600000US65590,ZCTA5 65590,463,91,274,34,64
8600000US65591,ZCTA5 65591,461,99,124,79,159
8600000US65601,ZCTA5 65601,264,54,159,35,16
8600000US65603,ZCTA5 65603,91,17,55,4,15
8600000US65604,ZCTA5 65604,1421,327,522,203,369
8600000US65605,ZCTA5 65605,4978,1367,1625,830,1156
8600000US65606,ZCTA5 65606,1390,435,613,121,221
8600000US65608,ZCTA5 65608,3638,1077,1555,491,515
8600000US65609,ZCTA5 65609,328,72,153,59,44
8600000US65610,ZCTA5 65610,1948,417,868,324,339
8600000US65611,ZCTA5 65611,869,230,449,124,66
8600000US65612,ZCTA5 65612,561,164,213,109,75
8600000US65613,ZCTA5 65613,6747,1883,2724,1014,1126
8600000US65614,ZCTA5 65614,234,62,76,29,67
8600000US65616,ZCTA5 65616,11114,2718,4557,1619,2220
8600000US65617,ZCTA5 65617,474,145,159,57,113
8600000US65618,ZCTA5 65618,127,20,80,0,27
8600000US65619,ZCTA5 65619,2930,798,980,537,615
8600000US65620,ZCTA5 65620,83,0,42,16,25
8600000US65622,ZCTA5 65622,3349,719,1692,345,593
8600000US65623,ZCTA5 65623,10,2,2,0,6
8600000US65624,ZCTA5 65624,667,203,420,13,31
8600000US65625,ZCTA5 65625,2904,692,1080,400,732
8600000US65626,ZCTA5 65626,646,191,250,49,156
8600000US65627,ZCTA5 65627,273,98,137,38,0
8600000US65629,ZCTA5 65629,258,72,98,33,55
8600000US65630,ZCTA5 65630,116,2,81,9,24
8600000US65631,ZCTA5 65631,1930,449,548,432,501
8600000US65632,ZCTA5 65632,1006,226,400,136,244
8600000US65633,ZCTA5 65633,1561,301,663,316,281
8600000US65634,ZCTA5 65634,306,107,128,28,43
8600000US65635,ZCTA5 65635,205,41,112,18,34
8600000US65637,ZCTA5 65637,552,159,195,50,148
8600000US65638,ZCTA5 65638,169,16,106,21,26
8600000US65640,ZCTA5 65640,312,88,72,97,55
8600000US65641,ZCTA5 65641,457,67,353,16,21
8600000US65644,ZCTA5 65644,864,307,320,95,142
8600000US65646,ZCTA5 65646,751,172,332,132,115
8600000US65647,ZCTA5 65647,758,214,301,102,141
8600000US65648,ZCTA5 65648,2264,519,730,365,650
8600000US65649,ZCTA5 65649,644,169,323,75,77
8600000US65650,ZCTA5 65650,553,95,293,89,76
8600000US65652,ZCTA5 65652,1322,310,470,234,308
8600000US65653,ZCTA5 65653,2490,817,876,344,453
8600000US65654,ZCTA5 65654,92,34,32,10,16
8600000US65655,ZCTA5 65655,1397,449,658,71,219
8600000US65656,ZCTA5 65656,2054,474,1085,196,299
8600000US65657,ZCTA5 65657,53,7,19,16,11
8600000US65658,ZCTA5 65658,680,280,318,33,49
8600000US65660,ZCTA5 65660,65,11,33,0,21
8600000US65661,ZCTA5 65661,1101,282,533,97,189
8600000US65662,ZCTA5 65662,550,134,177,144,95
8600000US65663,ZCTA5 65663,906,94,410,95,307
8600000US65664,ZCTA5 65664,59,22,15,5,17
8600000US65667,ZCTA5 65667,1252,335,493,125,299
8600000US65668,ZCTA5 65668,769,261,356,89,63
8600000US65669,ZCTA5 65669,812,151,374,137,150
8600000US65672,ZCTA5 65672,3506,910,1519,429,648
8600000US65674,ZCTA5 65674,1048,237,387,222,202
8600000US65676,ZCTA5 65676,184,23,125,6,30
8600000US65679,ZCTA5 65679,939,182,346,167,244
8600000US65680,ZCTA5 65680,549,85,378,70,16
8600000US65681,ZCTA5 65681,747,217,366,27,137
8600000US65682,ZCTA5 65682,865,241,331,115,178
8600000US65685,ZCTA5 65685,266,62,86,26,92
8600000US65686,ZCTA5 65686,1931,542,956,207,226
8600000US65689,ZCTA5 65689,1761,494,636,182,449
8600000US65690,ZCTA5 65690,85,25,45,6,9
8600000US65692,ZCTA5 65692,538,120,240,119,59
8600000US65702,ZCTA5 65702,126,16,56,51,3
8600000US65704,ZCTA5 65704,1434,466,488,152,328
8600000US65705,ZCTA5 65705,1490,309,604,220,357
8600000US65706,ZCTA5 65706,5829,1277,2318,812,1422
8600000US65707,ZCTA5 65707,834,268,310,73,183
8600000US65708,ZCTA5 65708,4457,954,1418,768,1317
8600000US65710,ZCTA5 65710,450,108,242,57,43
8600000US65711,ZCTA5 65711,4078,1287,1412,659,720
8600000US65712,ZCTA5 65712,3430,1090,1273,531,536
8600000US65713,ZCTA5 65713,873,157,419,93,204
8600000US65714,ZCTA5 65714,12073,2501,4550,1928,3094
8600000US65715,ZCTA5 65715,23,18,2,0,3
8600000US65717,ZCTA5 65717,985,200,315,159,311
8600000US65720,ZCTA5 65720,282,37,169,19,57
8600000US65721,ZCTA5 65721,11208,2450,4098,1996,2664
8600000US65722,ZCTA5 65722,581,41,249,171,120
8600000US65723,ZCTA5 65723,1282,321,548,91,322
8600000US65724,ZCTA5 65724,699,202,313,52,132
8600000US65725,ZCTA5 65725,1068,106,430,233,299
8600000US65727,ZCTA5 65727,71,12,23,16,20
8600000US65728,ZCTA5 65728,0,0,0,0,0
8600000US65729,ZCTA5 65729,135,37,64,0,34
8600000US65730,ZCTA5 65730,24,0,24,0,0
8600000US65731,ZCTA5 65731,183,30,57,46,50
8600000US65732,ZCTA5 65732,336,55,131,55,95
8600000US65733,ZCTA5 65733,308,83,177,29,19
8600000US65734,ZCTA5 65734,1138,264,458,152,264
8600000US65735,ZCTA5 65735,31,10,8,13,0
8600000US65737,ZCTA5 65737,3506,821,1559,569,557
8600000US65738,ZCTA5 65738,6828,1583,2290,1212,1743
8600000US65739,ZCTA5 65739,461,107,229,59,66
8600000US65740,ZCTA5 65740,1410,409,517,227,257
8600000US65742,ZCTA5 65742,4665,968,1771,689,1237
8600000US65744,ZCTA5 65744,42,5,23,4,10
8600000US65745,ZCTA5 65745,1081,317,328,155,281
8600000US65746,ZCTA5 65746,2514,559,762,325,868
8600000US65747,ZCTA5 65747,1634,373,922,198,141
8600000US65752,ZCTA5 65752,137,48,63,12,14
8600000US65753,ZCTA5 65753,1940,350,801,340,449
8600000US65754,ZCTA5 65754,345,36,91,85,133
8600000US65755,ZCTA5 65755,182,38,84,11,49
8600000US65756,ZCTA5 65756,217,24,85,43,65
8600000US65757,ZCTA5 65757,2762,570,1110,472,610
8600000US65759,ZCTA5 65759,541,142,204,68,127
8600000US65760,ZCTA5 65760,265,72,129,0,64
8600000US65761,ZCTA5 65761,543,195,265,39,44
8600000US65762,ZCTA5 65762,121,36,63,11,11
8600000US65764,ZCTA5 65764,529,77,203,132,117
8600000US65766,ZCTA5 65766,47,5,37,0,5
8600000US65767,ZCTA5 65767,783,187,364,125,107
8600000US65768,ZCTA5 65768,152,66,25,40,21
8600000US65769,ZCTA5 65769,990,131,349,173,337
8600000US65770,ZCTA5 65770,1189,230,507,200,252
8600000US65771,ZCTA5 65771,517,79,131,147,160
8600000US65772,ZCTA5 65772,730,129,342,96,163
8600000US65773,ZCTA5 65773,264,91,27,15,131
8600000US65774,ZCTA5 65774,421,144,147,63,67
8600000US65775,ZCTA5 65775,10215,3151,3850,1179,2035
8600000US65777,ZCTA5 65777,133,0,103,4,26
8600000US65778,ZCTA5 65778,205,37,111,27,30
8600000US65779,ZCTA5 65779,805,270,384,95,56
8600000US65781,ZCTA5 65781,3172,605,1209,391,967
8600000US65783,ZCTA5 65783,22,0,22,0,0
8600000US65784,ZCTA5 65784,4,4,0,0,0
8600000US65785,ZCTA5 65785,2261,650,904,273,434
8600000US65786,ZCTA5 65786,800,159,409,60,172
8600000US65787,ZCTA5 65787,665,131,416,49,69
8600000US65788,ZCTA5 65788,148,40,52,24,32
8600000US65789,ZCTA5 65789,673,80,349,85,159
8600000US65790,ZCTA5 65790,366,43,232,17,74
8600000US65791,ZCTA5 65791,1843,476,739,256,372
8600000US65793,ZCTA5 65793,2537,616,980,468,473
8600000US65802,ZCTA5 65802,18298,5739,6561,2677,3321
8600000US65803,ZCTA5 65803,17182,5480,5977,2592,3133
8600000US65804,ZCTA5 65804,18127,6930,6686,2197,2314
8600000US65806,ZCTA5 65806,5644,2757,1611,663,613
8600000US65807,ZCTA5 65807,24698,8839,9027,3556,3276
8600000US65809,ZCTA5 65809,4686,872,2159,618,1037
8600000US65810,ZCTA5 65810,9257,2068,3849,1325,2015
8600000US66002,ZCTA5 66002,4588,1575,1451,792,770
8600000US66006,ZCTA5 66006,2699,610,950,501,638
8600000US66007,ZCTA5 66007,2362,401,958,315,688
8600000US66008,ZCTA5 66008,109,34,59,12,4
8600000US66010,ZCTA5 66010,363,96,150,75,42
8600000US66012,ZCTA5 66012,4292,1038,1596,708,950
8600000US66013,ZCTA5 66013,778,73,377,110,218
8600000US66014,ZCTA5 66014,116,49,67,0,0
8600000US66015,ZCTA5 66015,312,55,130,78,49
8600000US66016,ZCTA5 66016,102,5,62,30,5
8600000US66017,ZCTA5 66017,161,33,81,12,35
8600000US66018,ZCTA5 66018,2272,464,852,439,517
8600000US66019,ZCTA5 66019,166,98,25,0,43
8600000US66020,ZCTA5 66020,451,65,170,91,125
8600000US66021,ZCTA5 66021,968,239,310,129,290
8600000US66023,ZCTA5 66023,502,163,214,37,88
8600000US66024,ZCTA5 66024,387,125,138,71,53
8600000US66025,ZCTA5 66025,2647,382,956,371,938
8600000US66026,ZCTA5 66026,240,36,116,17,71
8600000US66027,ZCTA5 66027,1460,92,189,307,872
8600000US66030,ZCTA5 66030,8092,1597,2480,1457,2558
8600000US66031,ZCTA5 66031,0,0,0,0,0
8600000US66032,ZCTA5 66032,2131,806,844,110,371
8600000US66033,ZCTA5 66033,251,92,80,69,10
8600000US66035,ZCTA5 66035,325,95,109,55,66
8600000US66039,ZCTA5 66039,219,44,93,34,48
8600000US66040,ZCTA5 66040,1429,431,547,236,215
8600000US66041,ZCTA5 66041,320,100,118,61,41
8600000US66042,ZCTA5 66042,306,62,149,58,37
8600000US66043,ZCTA5 66043,3107,653,1061,422,971
8600000US66044,ZCTA5 66044,10380,3947,3643,1467,1323
8600000US66045,ZCTA5 66045,0,0,0,0,0
8600000US66046,ZCTA5 66046,7818,2478,3227,1139,974
8600000US66047,ZCTA5 66047,8425,2594,3214,1350,1267
8600000US66048,ZCTA5 66048,13301,4004,4466,2088,2743
8600000US66049,ZCTA5 66049,12218,3938,4221,1629,2430
8600000US66050,ZCTA5 66050,830,141,396,147,146
8600000US66052,ZCTA5 66052,1041,249,425,184,183
8600000US66053,ZCTA5 66053,2865,691,1031,428,715
8600000US66054,ZCTA5 66054,1203,258,446,230,269
8600000US66056,ZCTA5 66056,760,200,296,73,191
8600000US66058,ZCTA5 66058,146,38,70,15,23
8600000US66060,ZCTA5 66060,463,120,133,83,127
8600000US66061,ZCTA5 66061,21271,4433,6620,3624,6594
8600000US66062,ZCTA5 66062,27385,4790,9248,4579,8768
8600000US66064,ZCTA5 66064,2172,669,684,149,670
8600000US66066,ZCTA5 66066,1058,278,352,230,198
8600000US66067,ZCTA5 66067,6139,1838,2150,957,1194
8600000US66070,ZCTA5 66070,1070,239,388,191,252
8600000US66071,ZCTA5 66071,5117,1616,1823,578,1100
8600000US66072,ZCTA5 66072,491,143,159,88,101
8600000US66073,ZCTA5 66073,1006,275,399,72,260
8600000US66075,ZCTA5 66075,1105,428,396,124,157
8600000US66076,ZCTA5 66076,822,132,348,163,179
8600000US66078,ZCTA5 66078,485,132,161,50,142
8600000US66079,ZCTA5 66079,298,97,121,43,37
8600000US66080,ZCTA5 66080,357,77,159,41,80
8600000US66083,ZCTA5 66083,3250,574,1119,657,900
8600000US66085,ZCTA5 66085,2744,383,967,679,715
8600000US66086,ZCTA5 66086,3561,965,1297,262,1037
8600000US66087,ZCTA5 66087,858,202,373,106,177
8600000US66088,ZCTA5 66088,958,261,322,176,199
8600000US66090,ZCTA5 66090,1027,264,447,93,223
8600000US66091,ZCTA5 66091,130,38,57,14,21
8600000US66092,ZCTA5 66092,1351,302,492,159,398
8600000US66093,ZCTA5 66093,274,38,129,28,79
8600000US66094,ZCTA5 66094,173,55,75,14,29
8600000US66095,ZCTA5 66095,373,109,165,9,90
8600000US66097,ZCTA5 66097,565,200,207,45,113
8600000US66101,ZCTA5 66101,4698,1841,967,720,1170
8600000US66102,ZCTA5 66102,10487,3050,2381,1852,3204
8600000US66103,ZCTA5 66103,5983,2515,1831,624,1013
8600000US66104,ZCTA5 66104,9240,3210,2340,1444,2246
8600000US66105,ZCTA5 66105,781,128,215,172,266
8600000US66106,ZCTA5 66106,8364,1956,2598,1487,2323
8600000US66109,ZCTA5 66109,7995,1749,3047,1457,1742
8600000US66111,ZCTA5 66111,3544,1053,1001,583,907
8600000US66112,ZCTA5 66112,5404,1805,1519,1006,1074
8600000US66115,ZCTA5 66115,0,0,0,0,0
8600000US66118,ZCTA5 66118,0,0,0,0,0
8600000US66202,ZCTA5 66202,8000,3303,3027,1024,646
8600000US66203,ZCTA5 66203,8311,2736,2890,1572,1113
8600000US66204,ZCTA5 66204,8982,3619,3052,1240,1071
8600000US66205,ZCTA5 66205,6023,1999,2171,904,949
8600000US66206,ZCTA5 66206,4046,948,1566,482,1050
8600000US66207,ZCTA5 66207,5930,1733,2390,582,1225
8600000US66208,ZCTA5 66208,9104,2784,3280,1408,1632
8600000US66209,ZCTA5 66209,8244,2512,3066,990,1676
8600000US66210,ZCTA5 66210,8494,2876,3140,1246,1232
8600000US66211,ZCTA5 66211,2175,855,955,125,240
8600000US66212,ZCTA5 66212,14473,4984,5060,1900,2529
8600000US66213,ZCTA5 66213,11569,3332,3942,1613,2682
8600000US66214,ZCTA5 66214,5268,1913,1701,735,919
8600000US66215,ZCTA5 66215,10781,3205,4091,1623,1862
8600000US66216,ZCTA5 66216,8945,1763,3115,1680,2387
8600000US66217,ZCTA5 66217,2477,746,1046,377,308
8600000US66218,ZCTA5 66218,2649,313,771,577,988
8600000US66219,ZCTA5 66219,4940,1575,1755,581,1029
8600000US66220,ZCTA5 66220,2661,246,1333,359,723
8600000US66221,ZCTA5 66221,5688,745,1785,957,2201
8600000US66223,ZCTA5 66223,9537,2296,2979,1493,2769
8600000US66224,ZCTA5 66224,4491,704,1418,748,1621
8600000US66226,ZCTA5 66226,4457,358,1266,829,2004
8600000US66227,ZCTA5 66227,2135,523,774,322,516
8600000US66401,ZCTA5 66401,724,230,358,51,85
8600000US66402,ZCTA5 66402,1199,287,444,211,257
8600000US66403,ZCTA5 66403,303,101,102,38,62
8600000US66404,ZCTA5 66404,159,24,74,32,29
8600000US66406,ZCTA5 66406,194,66,93,24,11
8600000US66407,ZCTA5 66407,164,16,44,29,75
8600000US66408,ZCTA5 66408,155,22,65,3,65
8600000US66409,ZCTA5 66409,1220,173,604,245,198
8600000US66411,ZCTA5 66411,467,92,231,62,82
8600000US66412,ZCTA5 66412,75,9,41,11,14
8600000US66413,ZCTA5 66413,721,194,239,167,121
8600000US66414,ZCTA5 66414,1211,269,536,98,308
8600000US66415,ZCTA5 66415,351,82,128,41,100
8600000US66416,ZCTA5 66416,224,59,88,16,61
8600000US66417,ZCTA5 66417,143,30,56,26,31
8600000US66418,ZCTA5 66418,170,42,68,20,40
8600000US66419,ZCTA5 66419,183,56,88,23,16
8600000US66422,ZCTA5 66422,142,49,48,8,37
8600000US66423,ZCTA5 66423,374,106,130,54,84
8600000US66424,ZCTA5 66424,256,70,133,30,23
